Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,00:30,06h 00m,670.0,36 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Gupta Travels Galaxy,A/C Seater / Sleeper (2+2),21:00,03:15,06h 15m,665.0,51 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 7055,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:40,03:40,03h 00m,283.0,22 Seats available,4.7,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7001,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:10,04:10,03h 00m,283.0,28 Seats available,3.9,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7109,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:30,05:30,03h 00m,283.0,27 Seats available,3.5,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 8917,Lahari Non A/C Sleeper Cum Seater,01:15,06:55,05h 40m,376.0,32 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TSRTC - 8106,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:30,08:10,05h 40m,376.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TSRTC - 7918,,03:45,09:25,05h 40m,376.0,23 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TSRTC - 8176,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:15,10:25,06h 10m,429.0,31 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8013,RAJDHANI (A.C. Semi Sleeper),05:00,11:10,06h 10m,520.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8189,,05:30,11:40,06h 10m,429.0,43 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,23:15,05h 15m,550.0,43 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sahara Tours and Travels,A/C Sleeper (2+1),22:30,04:45,06h 15m,650.0,18 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Savera Tours and Travels,NON A/C Sleeper (2+1),22:15,05:30,07h 15m,599.0,22 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),17:30,22:45,05h 15m,429.0,38 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 9444,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:10,03:25,03h 15m,283.0,28 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7299,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30,04:30,03h 00m,283.0,31 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7659,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:30,05:30,03h 00m,283.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
BSR Tours And Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,800.0,20 Seats available,4.6,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
BSR Tours And Travels,A/C Sleeper (2+1),23:15,06:00,06h 45m,800.0,14 Seats available,4.8,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,670.0,30 Seats available,4.3,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
APSRTC - 4266,Super Luxury (Non AC Seater 2+2 Push Back),09:00,15:34,06h 34m,483.0,29 Seats available,4.1,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4244,Super Luxury (Non AC Seater 2+2 Push Back),14:00,20:30,06h 30m,451.0,32 Seats available,4.3,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4246,Super Luxury (Non AC Seater 2+2 Push Back),16:00,00:03,08h 03m,483.0,29 Seats available,3.6,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
TSRTC - 7104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,08:45,04h 45m,392.0,2 Seats available,1.0,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 7186,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,09:30,04h 30m,392.0,9 Seats available,4.3,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 7200,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:45,10:35,04h 50m,392.0,22 Seats available,5.0,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 7762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:50,04:50,03h 00m,289.0,1 Seat available,4.5,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 5966,RAJADHANI AC (CONVERTED METRO LUXURY),05:20,08:10,02h 50m,351.0,1 Seat available,2.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 4074,RAJDHANI (A.C. Semi Sleeper),06:05,08:50,02h 45m,351.0,12 Seats available,2.7,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 8705,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:45,11:15,07h 30m,517.0,31 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 1318,Lahari A/C sleeper,04:40,12:40,08h 00m,627.0,25 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,12:30,07h 30m,517.0,31 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
BSR Tours And Travels,A/C Sleeper (2+1),22:00,04:30,06h 30m,800.0,20 Seats available,4.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
BSR Tours And Travels,A/C Sleeper (2+1),22:00,04:30,06h 30m,800.0,15 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,05:00,06h 45m,684.0,31 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 7353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:05,10:35,04h 30m,365.0,28 Seats available,3.8,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7357,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,11:05,04h 20m,365.0,29 Seats available,3.8,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7386,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:55,12:05,04h 10m,365.0,28 Seats available,3.5,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
APSRTC - 51626,Super Luxury (Non AC Seater 2+2 Push Back),00:30,04:43,04h 13m,344.0,30 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51607,Super Luxury (Non AC Seater 2+2 Push Back),01:00,05:15,04h 15m,344.0,31 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51137,Super Luxury (Non AC Seater 2+2 Push Back),01:30,05:43,04h 13m,344.0,32 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
TSRTC - 8859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:15,12:25,06h 10m,453.0,25 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hyderabad to Sathupally
TSRTC - 8806,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:35,14:35,08h 00m,453.0,26 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hyderabad to Sathupally
TSRTC - 64643,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,13:30,06h 30m,453.0,31 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hyderabad to Sathupally
TSRTC - 6006,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:05,04:20,04h 15m,312.0,27 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TSRTC - 6004,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:15,05:35,04h 20m,312.0,31 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TSRTC - 8127,RAJDHANI (A.C. Semi Sleeper),04:30,09:25,04h 55m,377.0,27 Seats available,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TSRTC - 9444,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:10,04:25,04h 15m,392.0,28 Seats available,2.4,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7291,LAHARI A/C SLEEPER CUM SEATER,03:35,08:10,04h 35m,476.0,22 Seats available,1.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7226,,05:30,11:00,05h 30m,392.0,27 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
APSRTC - 6879,Super Luxury (Non AC Seater 2+2 Push Back),05:30,15:30,10h 00m,584.0,17 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
APSRTC - 66360,Super Luxury (Non AC Seater 2+2 Push Back),08:00,17:00,09h 00m,616.0,28 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
APSRTC - 5734,Super Luxury (Non AC Seater 2+2 Push Back),15:15,22:00,06h 45m,584.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TSRTC - 8262,RAJDHANI (A.C. Semi Sleeper),03:00,05:45,02h 45m,297.0,20 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,08:30,04h 00m,245.0,20 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8268,RAJDHANI (A.C. Semi Sleeper),05:00,08:45,03h 45m,297.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45,06:15,08h 30m,750.0,15 Seats available,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),21:40,06:15,08h 35m,1000.0,11 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
APSRTC - 4247,Super Luxury (Non AC Seater 2+2 Push Back),04:15,10:50,06h 35m,451.0,29 Seats available,2.8,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
APSRTC - 4738,Super Luxury (Non AC Seater 2+2 Push Back),04:30,11:46,07h 16m,451.0,27 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
APSRTC - 4245,Super Luxury (Non AC Seater 2+2 Push Back),05:30,14:00,08h 30m,451.0,32 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
APSRTC - 9264,Super Luxury (Non AC Seater 2+2 Push Back),10:30,19:00,08h 30m,678.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
APSRTC - 6039,Super Luxury (Non AC Seater 2+2 Push Back),11:30,20:00,08h 30m,678.0,32 Seats available,3.3,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
APSRTC - 5655,Super Luxury (Non AC Seater 2+2 Push Back),16:30,02:10,09h 40m,710.0,32 Seats available,3.7,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
TSRTC - 8265,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,22:00,11h 30m,732.0,3 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TSRTC - 6762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,22:20,10h 50m,732.0,5 Seats available,2.5,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TSRTC - 2085,,12:50,03:20,14h 30m,732.0,13 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Kadamba Transport Corporation Limited (KTCL) - 132897,Non AC Seater (2+2),23:00,08:00,09h 00m,450.0,38 Seats available,3.0,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,08:00,08h 15m,800.0,17 Seats available,4.7,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,06:10,07h 40m,606.0,2 Seats available,4.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,06:30,09h 30m,775.0,1 Seat available,4.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,08:00,09h 30m,675.0,2 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi Queen Prime,A/C Sleeper (2+1),19:30,05:00,09h 30m,599.0,11 Seats available,4.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,NON A/C Sleeper (2+1),21:02,06:17,09h 15m,399.0,1 Seat available,4.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Anand Travels,NON A/C Sleeper (2+1),19:30,03:30,08h 00m,459.0,11 Seats available,3.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Zingbus Plus,VE A/C Sleeper (2+1),20:25,05:10,08h 45m,449.0,8 Seats available,4.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Amrutyog Travels,A/C Sleeper (2+1),20:00,05:00,09h 00m,444.0,5 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,06:50,08h 50m,599.0,14 Seats available,3.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:30,04:00,08h 30m,350.0,15 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),19:30,03:10,07h 40m,569.0,1 Seat available,4.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,03:00,07h 00m,264.0,22 Seats available,4.1,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,VE A/C Sleeper (2+1),21:32,05:17,07h 45m,606.0,2 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,04:45,08h 45m,450.0,4 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(GTA),A/C Sleeper (2+1),19:40,04:15,08h 35m,450.0,12 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),AC Sleeper (2+1),19:30,04:00,08h 30m,499.0,8 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),A/C Sleeper (2+1),19:40,03:30,07h 50m,606.0,15 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
"National Travels,Goa",NON A/C Sleeper (2+1),19:40,04:00,08h 20m,2500.0,24 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
"National Travels,Goa",NON A/C Sleeper (2+1),19:30,03:30,08h 00m,599.0,10 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels ( Gogte ),NON A/C Sleeper (2+1),21:15,05:45,08h 30m,2000.0,36 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),19:30,01:10,05h 40m,599.0,1 Seat available,4.8,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi Queen Prime,A/C Sleeper (2+1),19:30,01:30,06h 00m,599.0,10 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),19:40,23:40,04h 00m,606.0,18 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels(GTA),A/C Sleeper (2+1),19:40,01:45,06h 05m,450.0,12 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,01:30,05h 30m,264.0,22 Seats available,4.2,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Amrutyog Travels,A/C Sleeper (2+1),20:00,02:30,06h 30m,444.0,5 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),20:00,01:40,05h 40m,599.0,1 Seat available,4.6,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Zingbus Plus,VE A/C Sleeper (2+1),20:25,02:35,06h 10m,486.0,8 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,04:01,05h 30m,650.0,24 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),AC Sleeper (2+1),19:30,00:45,05h 15m,499.0,8 Seats available,2.8,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:30,01:30,06h 00m,350.0,15 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Anand Travels,NON A/C Sleeper (2+1),19:30,02:00,06h 30m,459.0,11 Seats available,2.8,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Manish Roshan Travels,A/C Sleeper (2+1),20:15,01:00,04h 45m,550.0,22 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Jolly Tours and Travels,A/C Sleeper (2+1),19:25,01:45,06h 20m,1440.0,30 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Sai Travels - Shree Sai,NON A/C Push Back (2+2),19:25,01:30,06h 05m,5000.0,45 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
"National Travels,Goa",NON A/C Sleeper (2+1),19:30,00:45,05h 15m,2500.0,24 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
PSR Travels Goa,A/C Sleeper (2+1),19:30,01:15,05h 45m,899.0,2 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Giroba Travels,Non AC Seater (2+2),19:30,02:00,06h 30m,2000.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),21:16,04:01,06h 45m,3500.0,30 Seats available,4.1,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
AAINATH TRAVELS,A/C Sleeper (2+1),21:30,02:30,05h 00m,2499.0,23 Seats available,2.0,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,20:00,08:30,12h 30m,850.0,21 Seats available,2.8,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
S R Travels,A/C Seater/Sleeper (2+1),20:30,07:30,11h 00m,500.0,20 Seats available,2.3,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,20:00,06:05,10h 05m,675.0,24 Seats available,3.1,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Kadamba Transport Corporation Limited (KTCL) - 132897,Non AC Seater (2+2),23:00,08:00,09h 00m,450.0,38 Seats available,3.0,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,08:00,08h 15m,800.0,17 Seats available,4.7,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,06:10,07h 40m,606.0,2 Seats available,4.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,06:30,09h 30m,775.0,1 Seat available,4.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,08:00,09h 30m,675.0,2 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi Queen Prime,A/C Sleeper (2+1),19:30,05:00,09h 30m,599.0,11 Seats available,4.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,NON A/C Sleeper (2+1),21:02,06:17,09h 15m,399.0,1 Seat available,4.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Anand Travels,NON A/C Sleeper (2+1),19:30,03:30,08h 00m,459.0,11 Seats available,3.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Amrutyog Travels,A/C Sleeper (2+1),20:00,05:00,09h 00m,444.0,5 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Zingbus Plus,VE A/C Sleeper (2+1),20:25,05:10,08h 45m,449.0,8 Seats available,4.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,06:50,08h 50m,599.0,14 Seats available,3.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:30,04:00,08h 30m,350.0,15 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),19:30,03:10,07h 40m,569.0,1 Seat available,4.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,03:00,07h 00m,264.0,22 Seats available,4.1,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,VE A/C Sleeper (2+1),21:32,05:17,07h 45m,606.0,2 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(GTA),A/C Sleeper (2+1),19:40,04:15,08h 35m,450.0,12 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),AC Sleeper (2+1),19:30,04:00,08h 30m,499.0,8 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),A/C Sleeper (2+1),19:40,03:30,07h 50m,606.0,15 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,04:45,08h 45m,450.0,4 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
"National Travels,Goa",NON A/C Sleeper (2+1),19:40,04:00,08h 20m,2500.0,24 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
"National Travels,Goa",NON A/C Sleeper (2+1),19:30,03:30,08h 00m,599.0,10 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels ( Gogte ),NON A/C Sleeper (2+1),21:15,05:45,08h 30m,2000.0,36 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
RSRTC - 182762,Express Non AC Seater 2+3,21:55,02:45,04h 50m,231.0,42 Seats available,4.2,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
