Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),18:20,05:15,10h 55m,INR 1000,44 Seats available,"4.2
359",https://www.redbus.in/bus-tickets/siliguri-to-durgapur,Siliguri to Durgapur (West Bengal)
,,,,,,,,https://www.redbus.in/bus-tickets/siliguri-to-durgapur,Siliguri to Durgapur (West Bengal)
Joy Jishu Tranport (Tsa NBSTC),Non AC Seater (2+3),12:50,18:30,05h 40m,INR 170,52 Seats available,3.7,https://www.redbus.in/bus-tickets/berhampore-to-durgapur,Berhampore (West Bengal) to Durgapur (West Bengal)
Joy Jishu Tranport (Tsa NBSTC),Non AC Seater (2+3),16:10,19:30,03h 20m,INR 96,52 Seats available,3.7,https://www.redbus.in/bus-tickets/berhampore-to-suri,Berhampore (West Bengal) to Suri
Joy Jishu Tranport (Tsa NBSTC),Non AC Seater (2+3),12:50,15:00,02h 10m,INR 96,52 Seats available,3.7,https://www.redbus.in/bus-tickets/berhampore-to-suri,Berhampore (West Bengal) to Suri
Aradhana Travels,Non AC Seater (2+3),01:00,07:00,06h 00m,475,18 Seats available,3.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
The Joy Ride,A/C Seater / Sleeper (2+2),01:05,07:00,05h 55m,INR 650,1 Seat available,3.5,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Aradhana Travels,A/C Seater / Sleeper (2+2),02:30,08:00,05h 30m,570,58 Seats available,3.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
,,,,,,,,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
,,,,,,,,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
SBSTC-GARIA - RAMPURHAT - VIA - FUTISANKO - 05:20 - 2817,Non AC Seater (2+3),05:20,00:00,18h 40m,INR 155,48 Seats available,"3.7
6",https://www.redbus.in/bus-tickets/kolkata-to-futishanko,Kolkata to Futishanko
SBSTC-KOLKATA - LABPUR - VIA KIRNAHAR - 07:25 (HWH DEPOT - 1118,Non AC Seater (2+3),07:25,00:00,16h 35m,INR 140,47 Seats available,"2.8
19",https://www.redbus.in/bus-tickets/kolkata-to-futishanko,Kolkata to Futishanko
SBSTC-KOLKATA - TARAPITH - VIA - FUTISANKO - 09:30 (FALT - 2889,Non AC Seater (2+3),09:30,00:00,14h 30m,INR 140,52 Seats available,"4.2
10",https://www.redbus.in/bus-tickets/kolkata-to-futishanko,Kolkata to Futishanko
SBSTC-KOLKATA - RAMPURHAT - VIA - TARAPITH - 12:20 - 3010,Non AC Seater (2+3),12:20,00:00,11h 40m,INR 140,52 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-futishanko,Kolkata to Futishanko
SBSTC-KOLKATA - RAMPURHAT - VIA - TARAPITH - 14:00 - 2912,,14:00,00:00,10h 00m,INR 140,51 Seats available,"4.0
5",https://www.redbus.in/bus-tickets/kolkata-to-futishanko,Kolkata to Futishanko
Joy Jishu Tranport (Tsa NBSTC),Non AC Seater (2+3),06:35,12:40,06h 05m,INR 170,52 Seats available,3.7,https://www.redbus.in/bus-tickets/durgapur-to-berhampore,Durgapur (West Bengal) to Berhampore (West Bengal)
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,00:50,05h 20m,INR 1050,34 Seats available,"3.9
76",https://www.redbus.in/bus-tickets/durgapur-to-malda,Durgapur (West Bengal) to Malda
Greenline,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:45,01:15,05h 30m,INR 1000,32 Seats available,"3.9
20",https://www.redbus.in/bus-tickets/durgapur-to-malda,Durgapur (West Bengal) to Malda
Guru Nanak (Inter City),NON A/C Seater / Sleeper (2+2),18:30,00:10,05h 40m,399,39 Seats available,"3.1
23",https://www.redbus.in/bus-tickets/durgapur-to-malda,Durgapur (West Bengal) to Malda
,,,,,,,,https://www.redbus.in/bus-tickets/durgapur-to-malda,Durgapur (West Bengal) to Malda
,,,,,,,,https://www.redbus.in/bus-tickets/durgapur-to-malda,Durgapur (West Bengal) to Malda
ISHIKA TRADERS,A/C Seater / Sleeper (2+2),10:10,19:20,09h 10m,INR 700,63 Seats available,"2.3
10",https://www.redbus.in/bus-tickets/digha-to-asansol,Digha to Asansol (West Bengal)
New Eureka Travels,A/C Seater / Sleeper (2+2),19:30,05:00,09h 30m,INR 700,59 Seats available,3.0,https://www.redbus.in/bus-tickets/digha-to-asansol,Digha to Asansol (West Bengal)
Bengal Surface Transport,A/C Seater Push Back (2+3),10:40,14:45,04h 05m,INR 399,20 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,Kolkata to Ramnagar (West Bengal)
Basu Travels,A/C Seater Push Back (2+3),10:40,14:50,04h 10m,INR 399,30 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,Kolkata to Ramnagar (West Bengal)
Basu Travels,A/C Seater Push Back (2+3),14:25,19:00,04h 35m,INR 399,30 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,Kolkata to Ramnagar (West Bengal)
Bengal Surface Transport,A/C Seater Push Back (2+3),14:29,18:35,04h 06m,INR 379,41 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,Kolkata to Ramnagar (West Bengal)
,,,,,,,,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,Kolkata to Ramnagar (West Bengal)
Santosh Bus Service,NON A/C Seater Pushback (2+3),20:05,23:45,03h 40m,INR 199,37 Seats available,3.8,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,Kolkata to Bajkul (West Bengal)
Santosh Bus Service,A/C Seater Push Back (2+3),13:30,17:10,03h 40m,369,36 Seats available,"3.8
10",https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,Kolkata to Bajkul (West Bengal)
Bengal Surface Transport,A/C Seater Push Back (2+3),10:40,13:25,02h 45m,INR 399,20 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,Kolkata to Bajkul (West Bengal)
Basu Travels,A/C Seater Push Back (2+3),10:40,13:15,02h 35m,INR 399,30 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,Kolkata to Bajkul (West Bengal)
,,,,,,,,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,Kolkata to Bajkul (West Bengal)
SBSTC-KOLKATA - LABPUR - VIA KIRNAHAR - 07:25 (HWH DEPOT - 1118,Non AC Seater (2+3),07:25,12:55,05h 30m,INR 150,47 Seats available,"3.2
44",https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal,Kolkata to Kirnahar (West Bengal)
SBSTC-KOLKATA - KIRNAHAR - 14:35 (BWN DEPOT) - 1047,Non AC Seater (2+3),14:35,20:05,05h 30m,INR 150,50 Seats available,"3.6
15",https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal,Kolkata to Kirnahar (West Bengal)
SBSTC-KOLKATA - LANGALHATA - 15:15 (BWN DEPOT) - 1849,Non AC Seater (2+3),15:15,20:45,05h 30m,INR 150,49 Seats available,"4.3
30",https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal,Kolkata to Kirnahar (West Bengal)
SBSTC-KOLKATA - LABPUR - 16:35 (HWH DEPOT) - 3238,Non AC Seater (2+3),16:35,22:05,05h 30m,INR 150,46 Seats available,"3.0
35",https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal,Kolkata to Kirnahar (West Bengal)
Tirupati Balaji,NON A/C Seater Push Back (2+3),05:55,07:25,01h 30m,INR 50,51 Seats available,4.3,https://www.redbus.in/bus-tickets/durgapur-to-bankura,Durgapur (West Bengal) to Bankura
Dolphin tours and travels,A/C Seater / Sleeper (2+1),17:45,19:00,01h 15m,806,39 Seats available,3.8,https://www.redbus.in/bus-tickets/durgapur-to-bankura,Durgapur (West Bengal) to Bankura
NORTH BENGAL STATE TRANSPORT CORPORATION,Non AC Seater (2+3),07:15,17:15,10h 00m,INR 197,46 Seats available,3.7,https://www.redbus.in/bus-tickets/siliguri-to-malda,Siliguri to Malda
SBSTC-SILIGURI - ASANSOL - 2/2 - VIA - MALDA - 16:00 (AS - 3810,Non AC Seater (2+2),16:00,00:00,08h 00m,INR 225,27 Seats available,"3.5
14",https://www.redbus.in/bus-tickets/siliguri-to-malda,Siliguri to Malda
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),18:20,23:20,05h 00m,INR 500,44 Seats available,"3.8
39",https://www.redbus.in/bus-tickets/siliguri-to-malda,Siliguri to Malda
Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),18:45,23:55,05h 10m,INR 749,53 Seats available,"4.7
13",https://www.redbus.in/bus-tickets/siliguri-to-malda,Siliguri to Malda
Shyamoli Paribahan Pvt Ltd,,19:30,00:40,05h 10m,,,4.7,https://www.redbus.in/bus-tickets/siliguri-to-malda,Siliguri to Malda
WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|05:45,Volvo AC Seater (2+2),05:45,08:55,03h 10m,INR 240,25 Seats available,"3.8
87",https://www.redbus.in/bus-tickets/purulia-to-durgapur,Purulia to Durgapur (West Bengal)
Travel Point,A/C Seater / Sleeper (2+2),16:00,05:20,13h 20m,1424,50 Seats available,"2.8
28",https://www.redbus.in/bus-tickets/dalhousie-to-delhi,Dalhousie to Delhi
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,17:47,02:00,08h 13m,INR 910,30 Seats available,3.7,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:30,04:30,07h 00m,INR 499,42 Seats available,"4.6
245",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00,05:30,06h 30m,450,30 Seats available,"4.7
99",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,07:45,11h 30m,702,20 Seats available,"4.8
451",https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:00,07:00,11h 00m,INR 680,19 Seats available,"4.6
455",https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,06:00,11h 00m,INR 699,26 Seats available,"4.5
467",https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:00,05:30,10h 30m,585,26 Seats available,"4.8
593",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:38,06:30,09h 52m,567,41 Seats available,"4.7
862",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,06:30,09h 30m,INR 799,23 Seats available,"4.7
632",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
RSRTC - 192344,Super Luxury Volvo AC Seater Pushback 2+2,03:00,12:13,09h 13m,INR 910,30 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,06:40,07h 15m,INR 499,7 Seats available,"4.7
296",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00,06:45,07h 45m,450,28 Seats available,"4.9
93",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 1513,Ordinary 3+2 Non AC Seater,04:40,19:00,14h 20m,INR 768,27 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
HRTC - 1509,Ordinary 3+2 Non AC Seater,18:00,06:20,12h 20m,INR 768,22 Seats available,"2.8
8",https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
HRTC - 1512,Ordinary 3+2 Non AC Seater,19:00,09:00,14h 00m,INR 766,37 Seats available,"2.7
8",https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
KRISHNA TRANSPORT SHIMLA,NON A/C Seater Push Back (2+2),08:30,17:15,08h 45m,640,25 Seats available,"3.2
52",https://www.redbus.in/bus-tickets/manali-to-shimla,Manali to Shimla
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:50,05:30,10h 40m,855,28 Seats available,"4.6
365",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),19:35,06:15,10h 40m,INR 670,18 Seats available,"4.6
289",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:20,06:00,10h 40m,INR 899,42 Seats available,"4.4
446",https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),00:00,07:15,07h 15m,INR 873,4 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),00:15,06:15,06h 00m,INR 500,25 Seats available,"3.1
5",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Semi Sleeper (2+2),00:18,08:29,08h 11m,1093,36 Seats available,4.3,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
FlixBus,A/C Seater (2+2),00:20,06:00,05h 40m,INR 230,23 Seats available,4.0,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
FlixBus,A/C Seater (2+2),18:40,00:55,06h 15m,INR 411,35 Seats available,"3.3
10",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,01:00,05h 50m,INR 599,30 Seats available,"4.7
39",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),19:35,00:15,04h 40m,570,39 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),02:00,06:10,04h 10m,INR 699,1 Seat available,"4.7
42",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
Everest Holidays,Volvo A/C Semi Sleeper (2+2),00:40,06:00,05h 20m,450,29 Seats available, ,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
Ram Dalal Holidays,,02:00,05:55,03h 55m,INR 860,3 Seats available,4.7,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
KRISHNA TRANSPORT SHIMLA,NON A/C Seater Push Back (2+2),08:20,16:30,08h 10m,640,25 Seats available,"3.4
104",https://www.redbus.in/bus-tickets/shimla-to-manali,Shimla to Manali
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:45,08:10,10h 25m,693,45 Seats available,"4.8
1082",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,09:00,11h 00m,INR 699,28 Seats available,"4.8
673",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,06:40,11h 10m,630,41 Seats available,"4.7
794",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,21:15,04h 45m,INR 432,30 Seats available,"3.6
10",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),10:00,13:15,03h 15m,INR 440,41 Seats available,"4.6
25",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,,10:00,13:19,03h 19m,,41 Seats available,4.3,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Chandigarh Transport Undertaking (CTU) - 165943,HVAC Seater (2+3),10:45,17:45,07h 00m,INR 512.39,37 Seats available,"4.2
84",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),01:00,06:53,05h 53m,INR 499,21 Seats available,"4.3
47",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),01:00,06:55,05h 55m,INR 499,21 Seats available,"4.4
119",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),22:35,03:35,05h 00m,1349,17 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,Delhi to Baddi (Himachal Pradesh)
Chandigarh Transport Undertaking (CTU) - 165944,HVAC Seater (2+3),06:20,13:20,07h 00m,INR 512.39,45 Seats available,"4.5
47",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
FlixBus,A/C Seater (2+2),18:00,00:55,06h 55m,INR 411,35 Seats available,"5.0
20",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:25,01:00,06h 35m,INR 599,37 Seats available,"4.9
85",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
HRTC - 1003,Ordinary 3+2 Non AC Seater,14:30,02:20,11h 50m,INR 631,34 Seats available,3.9,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,03:00,12h 00m,INR 597,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1024,A/C Executive (2+3),16:20,04:15,11h 55m,INR 642,37 Seats available,"4.2
8",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1001,A/C Executive (2+3),17:15,04:00,10h 45m,INR 632,38 Seats available,"4.0
12",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 100,,17:40,04:00,10h 20m,INR 1086,,4.1,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
Travel Point,A/C Seater / Sleeper (2+2),21:00,09:51,12h 51m,1424,50 Seats available,"3.1
61",https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,09:05,12h 35m,1459,31 Seats available,"2.4
6",https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
City Land Travels,A/C Seater/Sleeper (2+1),18:00,07:00,13h 00m,1159,30 Seats available,2.2,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
HRTC - 531,Ordinary 3+2 Non AC Seater,17:50,10:00,16h 10m,INR 796,37 Seats available,"4.4
38",https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 590,A/C Executive (2+3),19:00,10:15,15h 15m,INR 1007,36 Seats available,"3.4
67",https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,11:30,15h 15m,INR 1589,24 Seats available,"4.0
90",https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 578,Ordinary 3+2 Non AC Seater,22:10,18:35,20h 25m,INR 862,37 Seats available,"1.9
4",https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
Travel Point,A/C Seater / Sleeper (2+2),16:00,05:20,13h 20m,1424,50 Seats available,"2.8
28",https://www.redbus.in/bus-tickets/dalhousie-to-delhi,Dalhousie to Delhi
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,17:47,02:00,08h 13m,INR 910,30 Seats available,3.7,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:30,04:30,07h 00m,INR 499,42 Seats available,"4.6
245",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00,05:30,06h 30m,450,30 Seats available,"4.7
99",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,07:45,11h 30m,702,20 Seats available,"4.8
451",https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:00,07:00,11h 00m,INR 680,19 Seats available,"4.6
455",https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,06:00,11h 00m,INR 699,26 Seats available,"4.5
467",https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:00,05:30,10h 30m,585,26 Seats available,"4.8
593",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:38,06:30,09h 52m,567,41 Seats available,"4.7
862",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,06:30,09h 30m,INR 799,23 Seats available,"4.7
632",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
RSRTC - 192344,Super Luxury Volvo AC Seater Pushback 2+2,03:00,12:13,09h 13m,INR 910,30 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,06:40,07h 15m,INR 499,7 Seats available,"4.7
296",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00,06:45,07h 45m,450,28 Seats available,"4.9
93",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 1513,Ordinary 3+2 Non AC Seater,04:40,19:00,14h 20m,INR 768,27 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
